,Clean_Text,Label
466,sayang ppkm level ppkm level,netral
467,kota pekanbaru laku batas giat masyarakat ppkm level dasar kota,positif
468,dprd sayang pekanbaru ppkm level kota pekanbaru laku batas giat,positif
469,arah informasi apel pagi ppkm pimpin kapolsek tanjung morawa akp firdaus,netral
470,jujurly dok hukum kaya ppkm prokes bullshit dok maaf nakes,negatif
471,prei batal mergo ppkm,netral
472,ahh ppkm kakak,netral
473,wakil presiden maruf amin perintah tetap batas giat masyarakat libur natal,positif
474,ppkm level ppkm level longgar dibubuarkan,netral
475,situbondo satgas hunter kodim situbondo gencar apel patroli malam ppkm level wilayah kabup,positif
476,bayang ukur tingkat stress level saran turun stress level,negatif
477,ppkm batal pakai alas bodoh pe sebe,negatif
478,ppkm laku ummat muslim ber raya,netral
479,ppkm level batal laku serentak indonesia desember januari pemerint,netral
480,beli tiket beli baju gigs gagal gara ppkm nonton gigs allah,netral
481,kaga ppkm,netral
482,luhut klaim antibodi warga ppkm level nataru oke catat rama,netral
483,bebb cek yampunn ppkm euy,netral
484,siap ppkm siap jajan,netral
485,sesuai ppkm natal,netral
486,patuh protokol ppkm cegah bersamacegahcovid disiplincegahcorona polriajakcucitangan,positif
487,patuh protokol ppkm cegah bersamacegahcovid disiplincegahcorona polriajakcucitangan,positif
488,libur nataru ppkm bebas mulih ndelik,netral
489,kabid humas polda jabar polisi hadir sosialisasi cegah latih tracer upt puskesmas cib,positif
490,allah jam oceh planning tinggal cari nginepnya,netral
491,tugas gabung ppkm kabupaten pati kodim pati polres pati tugas pp kabupaten pati laksana operasi,positif
492,label snack idul fitri tenteng lebaran angpau parcel cek racunshopee ppkm,netral
493,besok ppkm level apa lebaran karantina rumah,netral
494,anjir ppkm cuq nonton dsripada nunggu,netral
495,ppkm level jawa bal polres pasuruan kota polres pasuruan kota instansi kait laksana operasi,netral
496,sikap citilink ppkm level nataru batal,netral
497,reyna malam tidur bareng emak ppkm,netral
498,lt vero expobandung expojogja jadwal expo krna takut bijak ppkm beru,netral
499,ppkm nataru laku batas giat masyarakat ppkm natal laku,positif
500,ppkm sii,netral
501,malming jogja luamayan asyik gada ppkm stay barat malioboro beri harap palsu masalah,netral
502,damin info sumatera barat ppkm tanggal keateh iyo masuk padang syarat baok,netral
503,jalan jalan kenal produk situasi ppkm biaya,netral
504,ppkm level jawa bal polres pasuruan kota polres pasuruan kota instansi kait laksana op,positif
505,nasional satgas terap ppkm sesuai level kabupaten nataru,positif
506,polres tulungagung satgas gelar patroli gabung wujud ppkm level,positif
507,ppkm level batal wakil presiden ajak kampanye spice up world,positif
508,ppkm level batal atur baru natal laku dec jan info leng,netral
509,ppkm batal libur lanjur dibatalin yauda nonton film spe,netral
510,patuh protokol ppkm cegah bersamacegahcovid disiplincegahcorona polriajakcucitangan,positif
511,patuh protokol ppkm cegah bersamacegahcovid disiplincegahcorona polriajakcucitangan,positif
512,taekook tahu vkook ppkm jeonvk langgar atur ppkm nekat jual nasi goreng,negatif
513,fikir ppkm kurang nambah omicron lihat tau omikrolet padah,netral
514,personil lantas polres sibolga laksana giat ppkm mikro himbauan protokol sehat,positif
515,move billkin ppkm judul,netral
516,giat patroli rutin kapal pol viii laksana himbauan kait cegah sebar,positif
517,ppkm level wako banjar kunjung objek wisata,netral
518,ras masif wna china berb,netral
519,acara kaji komuji maiyah kenduri cinta dengerin ceramah kh,netral
520,ppkm level batal siap jalan libur teman teman mobil cek yuk kece,netral
521,ppkm rencana tanggal,netral
522,buru ppkm,netral
523,ppkm mohon jogja,netral
524,imelaksanakan patroli woro woro operasi masker patuh himbauan masyarakat intruk,positif
525,laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks,positif
526,malas jalan restoran ppkm jadiin ide ngedate nam,netral
527,laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks,positif
528,laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks,positif
529,abis tanggal kena ppkm,netral
530,ppkm level batal duduk jabodetabek,netral
531,wkwkwkwkwkwkwkwkwkwkwk ppkm wey,netral
532,gara ppkm takut ribet jalan,netral
533,ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal,positif
534,ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal,positif
535,tanggal ppkm siiiiii,netral
536,ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal,positif
537,ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal,positif
538,ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal,positif
539,ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal,positif
540,waw murah banget ppkm,netral
541,cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga,positif
542,cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga,positif
543,ppkm batal bisnis pcr lancar jaya hahahay,negatif
544,cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga,positif
545,cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga,positif
546,ppkm level kkryd edukasi himbauan prokes wilayah camat tembalang kota semarang,positif
547,post antisipasi lonjak makassar terap ppkm level has been published on,positif
548,koramil tawangmangu tanggal desember serma susilo laksana patrol,positif
549,bicara omnicron ppkm longgar gilir islam,negatif
550,koramil tawangmangu tanggal desember serma susilo laksana patrol,positif
551,bina satpam pt subang autooomp indonesia rangka ppkm level kabupaten subang,netral
552,koramil tawangmangu tanggal desember serka saswoko laksana patroli tega disiplin protok,positif
553,koramil tawangmangu tanggal desember serka saswoko laksana patroli tega disiplin protok,positif
554,koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak,positif
555,koramil tawangmangu tanggal desember serma firman laksana patroli tega disi,positif
556,koramil tawangmangu tanggal desember serma firman laksana patroli tega disi,positif
557,koramil tawangmangu tanggal desember serma firman laksana patroli tega disi,positif
558,koramil tawangmangu tanggal desember serma firman laksana patroli tega disi,positif
559,koramil tawangmangu tanggal desember serka saswoko laksana patroli tega disiplin protok,positif
560,kampanye selamat patuh prokes bagi masker dagang kaki jalan letjend su,positif
561,koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak,positif
562,koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak,positif
563,koramil tawangmangu tanggal desember serka saswoko laksana patroli tega disiplin protok,positif
564,koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak,positif
565,koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak,positif
566,kampanye selamat patuh prokes bagi masker guna jalan jalan letjend suprap,positif
567,kampanye selamat patuh prokes bagi masker guna jalan jalan letjend suprap,positif
568,kampanye selamat patuh prokes bagi masker guna jalan jalan letjend suprap,positif
569,tunda pusat ppkm level paham bong nungguin nont,netral
570,nataru satgas terap ppkm sesuai level kabupaten,positif
571,ppkm panjang roadtoshopee besoktxtdishopee sobatshopeexmoa,netral
572,giat sinergitas polri instansi kait laksana rekayasa jalur atur mobilitas,positif
573,koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak,positif
574,harap bantu beras gratis bantu ringan beban masyarakat dampak,positif
575,giat bagi bantu sosial rawan bagi indonesia sehat indonesia hebat sosial,positif
576,natal aman ppkm coba islam undur,negatif
577,ppkm program promo kredit multiguna dapetin bunga ringan plus cashbacknya cuan modal bpkb kend,netral
578,giat ppkm lantas polres prabumulih sabtu desember jalan padat karya kawasan tertib protokol seh,positif
579,giat ppkm lantas polres prabumulih sabtu desember jalan padat karya kawasan tertib protokol seh,positif
580,wktu sekolah prnah ajar ppkm bhasa,netral
581,personil polsek srandakan pimpin kanit lantas akp isdiyanto laksana giat kryd ppkm level antisipasi cura,positif
582,post ppkm level batal danny ketat prokes makassar has been published on,positif
583,repost giat larang raya libur natal perintah,netral
584,tagar kaya kawan ppkm protes susah ppkmhanyauntukmuslim,negatif
585,tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka,positif
586,patroli ppkm kryd himbauan prokes pimpin iptu munaji sh polriadaptasikebiasaanbaru,positif
587,ppkm ajg,negatif
588,turun level ppkm kunjung wisata owabong purbalingga geliat,netral
589,cari stimulus respon nataru ppkm batal ekonomi,netral
590,cabang weekend banking operasional situasi kondusif info lan,netral
591,selamat siang effy layan kantor cabang weekend banking hubung tanggap,netral
592,gaji tunjang pegawai pt angkasa pura tunda rencana pensiun,netral
593,dewan kunker jombang ppkm darurat wabup astaghfirullah,netral
594,ppkm,netral
595,ber do mudah idul fitri atur ppkm,netral
596,puan maharani harap bijak putus soft perintah sikap eufor,netral
597,raya nataru terap ppkm patut syukur kondisi indonesia,netral
598,ppkm muslim,netral
599,tahu sahabat rilis atur ajar periode jelang,netral
600,tanggal personil polsek tanjung beringin laksana giat sekat ppkm mikro pos,positif
601,ppkm gajadi awas,netral
602,level ppkm sesuai kondisi wilayah atur batas laku jalan pe,netral
603,tanggal personil polsek tanjung beringin laksana giat sekat ppkm mikro pos,positif
604,jakarta lanjur rilis kepgub ppkm level serentak batal wakil gubernur bilang nasional,netral
605,kata ppkm,netral
606,tanggal personil polsek tanjung beringin laksana giat ppkm mikro pasar tradisi,positif
607,tarik,netral
608,tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka,positif
609,rangka sukses bijak perintah ppkm mikro jajar polres cilacap sinergi,positif
610,tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka,positif
611,mendagri tito karnavian revisi atur ppkm level nataru baca atur lengkap jelang nataru cnnindo,netral
612,nayyyy rumah ppkm irit uang,netral
613,tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka,positif
614,mendagri tito karnavian revisi atur ppkm level nataru baca atur lengkap jelang nataru,netral
615,tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka,positif
616,buseeeetttt panjang ppkm,negatif
617,cegah mobilitas anak anak libur natal mending libur tunda hap,positif
618,kukar jajar polres kuta kartanegara bagi bantu sosial bansos,positif
619,aman sesuai level ppkm daerah,netral
620,promo harga kamar laku,netral
621,aman sesuai level ppkm daerah,netral
622,promo harga kamar laku,netral
623,moga bentur ppkm,netral
624,ppkm level nataru batal kunjung mal target,positif
625,ppkm level batal moga hibur wisata tutup dasar libur lebaran wisata,positif
626,selamat pagi salam subuh moga weekend ceria salon ppkm,netral
627,moga indonesia bebas nataru ppkm tuju cegah bobol trilyunan,positif
628,balikpapan ahdjdk pulkam ppkm nataru,netral
629,dasar timbang perintah batal ppkm level libur natal,netral
630,bktm kel ngronggo aiptu aris had linmas tugas posko ppkm kel ngronggo bagi masker,positif
631,omicron dideclare less severe atas klinik ppkm cabut kena,netral
632,babinsa kel tipes surakarta ketat ppkm grosir lotte mart,positif
633,jarang chat ipar suruh pulang lebaran aneh pulang,netral
634,ppkm level nataru batal juta prediksi mobilitas newnormal lawancovid,positif
635,berita leceh laku iblis ppkm nataru harga minyak lambung sebentar natal imlek,negatif
636,ppkm level batal perintah baru atur laku periode nataru daftar atu,netral
637,ppkm desember januari dicancel rencana batal gakk,netral
638,ppkm level batal pertamina jamin sedia bbm libur nataru,positif
639,ppkm talk malam banget udara lupa atur ingat tinggal,netral
640,kabupaten kota jawa bal masuk ppkm level rinciannya idxchannel,netral
641,lukut bkin ppkm,netral
642,patroli gabung rangka jaga kondusifitas aman tega disiplin prokes laku,positif
643,polsek pesantren bhabinkamtibmas ketam aiptu chambali tugas ppkm himbauan warga aga,positif
644,ppkm raya umat agama maklum nasakom hati raya hebat ibl,netral
645,tau antigen masalah coba baca berita kemarin ppkm jawa bal waji,netral
646,bktm pakelan aipda beni mp sambang posko ppkm mikro lurah bintibmas tugas posko ppkm seka,netral
647,ramal ppkm diumumin minggu natal suprise,netral
648,giat ganjil genap putar jalan ahmad yani rangka ppkm level,positif
649,dengar ditv berita rv lupa bicara bilang sepe,netral
650,ppkm ppkm anjir kaga mudikkkkkk,negatif
651,nyata perintah ppkm level ganti ketat syarat jalan,positif
652,patriatoday pemkotblitar klaster sekolah ajar tatap muka ptm batas ber,netral
653,sambang desa desa wilayah camat nguter putar pasar tradisional edukasi kait,positif
654,sambang desa desa putar wilayah camat mojolaban pasar pasar tradisional edukasi,positif
655,awas aktifitas warga masyarakat wilayah grogol laksana prokes ppkm level,positif
656,operasi yustisi tega prokes warga tawangsari beraktifitas rumah giat,positif
657,polsek babelan pimpin padal iptu nano indratno mm laksana ops yustisi ppkm level cegah sebar,positif
658,jon maklum efek ppkm,netral
659,polsek pesantren bhabinkamtibmas banar aiptu mashudi tugas ppkm babinsa kel banar serka baroji,netral
660,batal ppkm level kaji,netral
661,ppkm level batal satgas buleleng maksimal edukasi,positif
662,moeldoko ppkm level batal presiden longgar tekan prokes,netral
663,ppkm level batal perintah baru atur laku periode nataru daf,netral
664,kemarin lihat share ktny ganti nama ppkm lvl,netral
665,nataru skenario lonjak ppkm jilid idul adha pokok,netral
666,sedih pebulutangkis indonesia berangkat juara dunia menkomarves lbp putus per,netral
667,patroli himbauan tegur masyarakat milik usaha rangka ppkm level wilayah,netral
668,cebong ributin batal tim real madrid juve barca main jis junjung koar koar,netral
669,inmendagri kait ganti ppkm level sekolah sd libur,positif
670,ppkm level batal,netral
671,turun drastis banding ppkm kemarin konfirmasi hari capai puluh rib,positif
672,satgas terap ppkm sesuai level kabupaten nataru,positif
673,kapolsek singkawang barat pimpin patroli ppkm kryd himbuan patuh prokes polriadaptasikebiasaanbaru,positif
674,jelang raya natal nataru mobilitas masyarakat tingkat untu,netral
675,jelang raya natal nataru mobilitas masyarakat tingkat untu,netral
676,jelang raya natal nataru mobilitas masyarakat tingkat untu,netral
677,jelang raya natal nataru mobilitas masyarakat tingkat untu,netral
678,giat terap protokol sehat ppkm kumhampasti ditjenpas,netral
679,mobilitas masyarakat tingkat atas perintah bijak,positif
680,bagus atur terap ppkm level kendali logis,positif
681,tes telusur banding batal ppkm level,netral
682,kota ppkm,netral
683,ppkm hilang jual kawan kawan usaha bol,negatif
684,bijak gas rem ppkm level jelang libur nataru batal sesuai kembang data kini,netral
685,dprd sayang pekanbaru ppkm level,netral
686,putus kasihan bal provinsi andal bisnis pariwisata ppkm,netral
687,dprd sayang pekanbaru ppkm level,netral
688,poko lagu mcd revisi ppkm jawa timur,netral
689,sakit pnyakit memng akibat mati,netral
690,ppkm level batal bantah batal laksana agan,negatif
